"nid","Sequence","Judge.Name","Type","Other.Federal.Judicial.Service","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25"
1382776,2,"Jenkins, Bruce Sterling","U.S. Bankruptcy Judge","U.S. Bankruptcy Judge, District of Utah, 1973-1978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382806,1,"Johnson, Alan Bond","U.S. Magistrate","U.S. Magistrate, U.S. District Court for the District of Wyoming, 1971-1974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382821,1,"Johnson, Benjamin","Territorial Courts","Judge, Superior Court of Arkansas Territory, 1821-1836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382831,1,"Johnson, Frank Minis, Jr.","Temporary Emergency Court of Appeals","Judge, Temporary Emergency Court of Appeals, 1972-1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382846,1,"Johnson, Norma Holloway","District of Columbia Courts","Judge, Superior Court of the District of Columbia, 1970-1980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8905371,1,"Johnston, Iain David","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Northern District of Illinois, 2013-2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7544951,1,"Jones, Bernard M.","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Western District of Oklahoma, 2015-2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382911,1,"Jones, James Parker","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 2015-2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382911,2,"Jones, James Parker","Alien Terrorist Removal Court","Judge, Alien Terrorist Removal Court, 2016-2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382941,1,"Jones, Paul J.","Referee in Bankruptcy","Referee in Bankruptcy, Northern District of Ohio, 1912-1916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392041,1,"Jones, Robert Clive","U.S. Bankruptcy Judge","U.S. Bankruptcy Judge, District of Nevada, 1983-2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392041,2,"Jones, Robert Clive","U.S. Bankruptcy Appellate Panel","Judge, U.S. Bankruptcy Appellate Panel  for the Ninth Circuit, 1986-1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392121,1,"Karas, Kenneth M.","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 2022-present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392121,2,"Karas, Kenneth M.","Alien Terrorist Removal Court","Judge, Alien Terrorist Removal Court, 2022-present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13761892,1,"Kasubhai, Mustafa Taher","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of Oregon, 2018-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13761331,1,"Kato, Kenly Kiya","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Central District of California, 2014-2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383101,1,"Kazen, George P.","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 2003-2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13761436,1,"Kazen, John Andrew","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Southern District of Texas, 2018-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383131,1,"Keenan, John Fontaine","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 1994-2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1390521,1,"Kennedy, Henry Harold, Jr.","U.S. Magistrate","U.S. Magistrate, U.S. District Court for the District of Columbia, 1976-1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1390521,2,"Kennedy, Henry Harold, Jr.","District of Columbia Courts","Judge, Superior Court of the District of Columbia, 1979-1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383226,1,"Kennedy, Thomas Blake","Referee in Bankruptcy","Referee in Bankruptcy, District of Wyoming, 1903-1913, 1919-1921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383231,1,"Kennerly, Thomas Martin","Referee in Bankruptcy","Referee in Bankruptcy, Southern District of Texas, 1903-1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383281,1,"Kessler, Gladys","District of Columbia Courts","Judge, Superior Court of the District of Columbia, 1977-1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13761891,1,"Kidd, Embry Jerode","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Middle District of Florida, 2019-2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13761566,1,"Kiel, Edward Sunyol","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of New Jersey, 2019-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383326,1,"King, George H.","U.S. Magistrate/U.S. Magistrate Judge","U.S. Magistrate/U.S. Magistrate Judge, U.S. District Court for the Central District of California, 1987-1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383366,1,"Kiser, Jackson L.","U.S. Commissioner","U.S. Commissioner, U.S. District Court for the Western District of Virginia, 1956-1958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383376,1,"Kleinfeld, Andrew Jay","U.S. Magistrate","U.S. Magistrate, U.S. District Court for the District of Alaska, 1971-1974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383391,1,"Knapp, Martin Augustine","Commerce Court","Judge, Commerce Court. Nominated by William H. Taft on December 12, 1910, to a new seat authorized by 36 Stat. 539. Confirmed by the Senate on December 20, 1910, and received commission on December 20, 1910. Served as presiding judge, 1911-1913. Service terminated on December 13, 1913, due to abolition of the court.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383401,1,"Knappen, Loyal Edwin","U.S. Commissioner","U.S. Commissioner, U.S. District Court for the Western District of Michigan, 1880-1888",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9175581,1,"Knepp, James Ray II","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Northern District of Ohio, 2010-2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383406,1,"Knight, John","Referee in Bankruptcy","Referee in Bankruptcy, Western District of New York, 1899-1904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383421,1,"Knowles, Hiram","Territorial Courts","Associate Justice, Supreme Court of Montana Territory, 1868-1879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1393556,1,"Kobayashi, Leslie Emi","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of Hawaii, 1999-2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13761466,1,"Kolar, Joshua Paul","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Northern District of Indiana, 2019-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383461,1,"Kollar-Kotelly, Colleen","District of Columbia Courts","Judge, Superior Court of the District of Columbia, 1984-1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383461,2,"Kollar-Kotelly, Colleen","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 2002-2009; presiding judge, 2002-2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383466,1,"Kopf, Richard George","U.S. Magistrate/U.S. Magistrate Judge","U.S. Magistrate/U.S. Magistrate Judge, U.S. District Court for the District of Nebraska, 1987-1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383496,1,"Kozinski, Alex","Court of Claims","Trial Judge, Court of Claims, 1982; chief of Trial Division, 1982<br>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383496,2,"Kozinski, Alex","U.S. Claims Court","Judge, U.S. Claims Court (now U.S. Court of Federal Claims). Nominated by Ronald Reagan on August 10, 1982, to a new seat authorized by 96 Stat. 27. Confirmed by the Senate on August 20, 1982, and received commission on October 1, 1982. Served as chief judge, 1982-1985. Service terminated on February 9, 1985, due to resignation.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391406,1,"Krieger, Marcia S.","U.S. Bankruptcy Judge","U.S. Bankruptcy Judge, District of Colorado, 1994-2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391721,1,"Kugler, Robert B.","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of New Jersey, 1992-2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391721,2,"Kugler, Robert B.","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 2017-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383551,1,"Lacey, Frederick Bernard","Temporary Emergency Court of Appeals","Judge, Temporary Emergency Court of Appeals, 1978-1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383551,2,"Lacey, Frederick Bernard","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 1979-1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383591,1,"Lamberth, Royce C.","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 1995-2002; presiding judge, 1995-2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383601,1,"Lancaster, Gary L.","U.S. Magistrate/U.S. Magistrate Judge","U.S. Magistrate/U.S. Magistrate Judge, U.S. District Court for the Western District of Pennsylvania, 1987-1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1393401,1,"Lane, Donald Edward","Court of Claims","Trial Judge, Court of Claims, 1954-1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383641,1,"Larimer, David G.","U.S. Magistrate","U.S. Magistrate, U.S. District Court for the Western District of New York, 1983-1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383651,1,"Larson, Earl Richard","Temporary Emergency Court of Appeals","Judge, Temporary Emergency Court of Appeals, 1979-1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392361,1,"Larson, Stephen G.","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Central District of California, 2000-2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1394551,1,"Lauck, M[ary] Hannah","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Eastern District of Virginia, 2005-2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392741,1,"Lawrence, William T.","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Southern District of Indiana, 2002-2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383691,1,"Laws, Bolitha James","Emergency Court of Appeals","Judge, Emergency Court of Appeals, 1943-1958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383716,1,"Leamy, James Patrick","U.S. Commissioner","U.S. Commissioner, U.S. District Court for the District of Vermont, 1919-1931",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383716,2,"Leamy, James Patrick","Referee in Bankruptcy","Referee in Bankruptcy, District of Vermont, 1931-1940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383731,1,"Leavy, Edward","U.S. Magistrate","U.S. Magistrate, U.S. District Court for the District of Oregon, 1976-1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383731,2,"Leavy, Edward","Foreign Intelligence Surveillance Court of Review","Judge, Foreign Intelligence Surveillance Court of Review, 2001-2008; presiding judge, 2005-2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391246,1,"Lefkow, Joan Humphrey","U.S. Magistrate/U.S. Magistrate Judge","U.S. Magistrate/U.S. Magistrate Judge, U.S. District Court for the Northern District of Illinois, 1982-1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391246,2,"Lefkow, Joan Humphrey","U.S. Bankruptcy Judge","U.S. Bankruptcy Judge, Northern District of Illinois, 1997-2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1390651,1,"Lemelle, Ivan L. R.","U.S. Magistrate/U.S. Magistrate Judge","U.S. Magistrate/U.S. Magistrate Judge, U.S. District Court for the Eastern District of Louisiana, 1984-1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383926,1,"Lindley, Walter C.","Emergency Court of Appeals","Judge, Emergency Court of Appeals, 1944-1958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392536,1,"Lioi, Sara Elizabeth","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 2023-present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1393166,1,"Littleton, Benjamin Horsley","U.S. Board of Tax Appeals","Member, U.S. Board of Tax Appeals, 1924-1929; chair, 1927-1929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383951,1,"Livaudais, Marcel, Jr.","U.S. Magistrate","U.S. Magistrate, U.S. District Court for the Eastern District of Louisiana, 1977-1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12261091,1,"Locher, Stephen Henley","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Southern District of Iowa, 2021-2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383971,1,"Locke, James William","U.S. Commissioner","U.S. Commissioner, U.S. District Court for the Southern District of Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383976,1,"Lodge, Edward J.","U.S. Bankruptcy Judge","U.S. Bankruptcy Judge, District of Idaho, 1988-1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383981,1,"Logan, James Kenneth","U.S. Commissioner","U.S. Commissioner, U.S. District Court for the District of Kansas, 1964-1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1394501,1,"Logan, Steven Paul","Military Courts","Military Judge, U.S. Marine Corps, 2005-2011; deputy chief reserve military judge, 2009-2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1394501,2,"Logan, Steven Paul","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of Arizona, 2012-2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1394501,3,"Logan, Steven Paul","Military Courts","Appellate Military Judge, U.S. Navy-Marine Corps Court of Criminal Appeals, 2013-2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1384001,1,"Longstaff, Ronald Earl","U.S. Magistrate/U.S. Magistrate Judge","U.S. Magistrate/U.S. Magistrate Judge, U.S. District Court for the Southern District of Iowa, 1968-1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11225616,1,"Lopez, Linda","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Southern District of California, 2018-2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1393146,1,"Loring, Edward Greely","U.S. Commissioner","U.S. Commissioner, U.S. District Court for the District of Massachusetts, 1840-1855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8864776,1,"Ludwig, Brett Harry","U.S. Bankruptcy Judge","U.S. Bankruptcy Judge, Eastern District of Wisconsin, 2017-2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1384176,1,"MacBride, Thomas Jamison","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 1979-1980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1384176,2,"MacBride, Thomas Jamison","Temporary Emergency Court of Appeals","Judge, Temporary Emergency Court of Appeals, 1982-1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1384186,1,"Mack, Julian William","Commerce Court","Judge, Commerce Court. Nominated by William H. Taft on December 12, 1910, to a new seat authorized by 36 Stat. 539. Confirmed by the Senate on January 31, 1911, and received commission on January 31, 1911. Service terminated on December 13, 1913, due to abolition of the court.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1384196,1,"MacKinnon, George Edward","Foreign Intelligence Surveillance Court of Review","Judge, Foreign Intelligence Surveillance Court of Review, 1979-1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1384206,1,"MacMahon, Lloyd Francis","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 1985-1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13761321,1,"Maddox, Matthew James","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of Maryland, 2022-2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1393226,1,"Magnus-Stinson, Jane Elizabeth","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Southern District of Indiana, 2007-2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1384236,1,"Magruder, Calvert","Emergency Court of Appeals","Judge, Emergency Court of Appeals, 1942-1962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392871,1,"Maletz, Herbert Naaman","Court of Claims","Trial Judge, Court of Claims, 1961-1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1394111,1,"Mannion, Malachy Edward","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Middle District of Pennsylvania, 2001-2012; chief magistrate judge, 2011-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1384311,1,"Maris, Albert Branson","Emergency Court of Appeals","Judge, Emergency Court of Appeals, 1942-1962; chief judge, 1943-1962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1384356,1,"Marshall, John Augustine","Territorial Courts","Judge, Salt Lake County [Utah Territory] Probate Court, 1888-1889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13761691,1,"Martinez, Angela Marie","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of Arizona, 2023-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392136,1,"Martinez, Ricardo S.","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Western District of Washington, 1998-2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1384411,1,"Marvin, William","Territorial Courts","Judge, U.S. District Court for the Southern District of Florida Territory, 1839-1845",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1384441,1,"Matsch, Richard Paul","Referee in Bankruptcy","Referee in Bankruptcy, District of Colorado, 1965-1973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1384441,2,"Matsch, Richard Paul","U.S. Bankruptcy Judge","U.S. Bankruptcy Judge, District of Colorado, 1973-1974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
